1	0	1.03564	-3.49505	15	30
1	1	0.906178	-4.01413	15	30
1	2	-1.07053	-4.35976	15	30
1	3	0.152959	-3.31673	15	30
1	4	0.39929	-3.66676	15	30
1	5	-0.909514	-4.1373	15	30
1	6	-0.413859	-3.81166	15	30
1	7	0.441781	-3.27999	15	30
1	8	0.439309	-4.37559	15	30
1	9	-0.0937656	-3.59678	15	30
2	0	1.03128	-3.50191	15	30
2	1	0.906178	-4.01413	15	30
2	2	-1.07846	-4.358	15	30
2	3	0.152959	-3.31673	15	30
2	4	0.39929	-3.66676	15	30
2	5	-0.909514	-4.1373	15	30
2	6	-0.407446	-3.81154	15	30
2	7	0.4342	-3.28291	15	30
2	8	0.433997	-4.36944	15	30
2	9	-0.0937656	-3.59678	15	30
3	0	1.02548	-3.51005	15	30
3	1	0.906178	-4.01413	15	30
3	2	-1.08812	-4.35704	15	30
3	3	0.152959	-3.31673	15	30
3	4	0.39929	-3.66676	15	30
3	5	-0.909514	-4.1373	15	30
3	6	-0.399791	-3.81125	15	30
3	7	0.425474	-3.28778	15	30
3	8	0.428125	-4.3614	15	30
3	9	-0.0937656	-3.59678	15	30
4	0	1.01922	-3.51785	15	30
4	1	0.906178	-4.01413	15	30
4	2	-1.09501	-4.3572	15	30
4	3	0.152959	-3.31673	15	30
4	4	0.39929	-3.66676	15	30
4	5	-0.909514	-4.1373	15	30
4	6	-0.392042	-3.81077	15	30
4	7	0.423851	-3.28871	15	30
4	8	0.423004	-4.35282	15	30
4	9	-0.0937656	-3.59678	15	30
5	0	1.01257	-3.52531	15	30
5	1	0.906178	-4.01413	15	30
5	2	-1.09812	-4.35752	15	30
5	3	0.152959	-3.31673	15	30
5	4	0.39929	-3.66676	15	30
5	5	-0.909514	-4.1373	15	30
5	6	-0.385663	-3.81022	15	30
5	7	0.423851	-3.28871	15	30
5	8	0.418607	-4.34384	15	30
5	9	-0.0937656	-3.59678	15	30
6	0	1.0056	-3.53249	15	30
6	1	0.906178	-4.01413	15	30
6	2	-1.10126	-4.35801	15	30
6	3	0.144872	-3.31594	15	30
6	4	0.39929	-3.66676	15	30
6	5	-0.909514	-4.1373	15	30
6	6	-0.376839	-3.80941	15	30
6	7	0.423851	-3.28871	15	30
6	8	0.414874	-4.33456	15	30
6	9	-0.0937656	-3.59678	15	30
7	0	0.998369	-3.53939	15	30
7	1	0.906178	-4.01413	15	30
7	2	-1.10158	-4.35807	15	30
7	3	0.134883	-3.31617	15	30
7	4	0.39929	-3.66676	15	30
7	5	-0.909514	-4.1373	15	30
7	6	-0.370371	-3.80867	15	30
7	7	0.421504	-3.29649	15	30
7	8	0.411742	-4.32507	15	30
7	9	-0.0937656	-3.59678	15	30
8	0	0.990911	-3.54605	15	30
8	1	0.906178	-4.01413	15	30
8	2	-1.10333	-4.35874	15	30
8	3	0.125019	-3.31776	15	30
8	4	0.39929	-3.66676	15	30
8	5	-0.909514	-4.1373	15	30
8	6	-0.362991	-3.80777	15	30
8	7	0.419613	-3.30631	15	30
8	8	0.409148	-4.31541	15	30
8	9	-0.0937656	-3.59678	15	30
9	0	0.98327	-3.5525	15	30
9	1	0.908605	-4.00638	15	30
9	2	-1.10472	-4.35933	15	30
9	3	0.115486	-3.32075	15	30
9	4	0.39929	-3.66676	15	30
9	5	-0.90998	-4.12991	15	30
9	6	-0.355729	-3.80678	15	30
9	7	0.41845	-3.31624	15	30
9	8	0.407034	-4.30564	15	30
9	9	-0.0937656	-3.59678	15	30
10	0	0.975476	-3.55877	15	30
10	1	0.910374	-3.99654	15	30
10	2	-1.10485	-4.35939	15	30
10	3	0.106514	-3.32514	15	30
10	4	0.39929	-3.66676	15	30
10	5	-0.909745	-4.12416	15	30
10	6	-0.348884	-3.80582	15	30
10	7	0.417668	-3.3262	15	30
10	8	0.405345	-4.29578	15	30
10	9	-0.0937656	-3.59678	15	30
11	0	0.967654	-3.565	15	30
11	1	0.910964	-3.98657	15	30
11	2	-1.10485	-4.35939	15	30
11	3	0.0983531	-3.3309	15	30
11	4	0.39929	-3.66676	15	30
11	5	-0.909208	-4.11991	15	30
11	6	-0.339413	-3.80449	15	30
11	7	0.416948	-3.33618	15	30
11	8	0.404023	-4.28587	15	30
11	9	-0.0895944	-3.60375	15	30
12	0	0.95983	-3.57122	15	30
12	1	0.910532	-3.97658	15	30
12	2	-1.10485	-4.35939	15	30
12	3	0.0911006	-3.33777	15	30
12	4	0.39929	-3.66676	15	30
12	5	-0.908562	-4.11652	15	30
12	6	-0.334584	-3.80369	15	30
12	7	0.416037	-3.34614	15	30
12	8	0.403011	-4.27592	15	30
12	9	-0.0834147	-3.6116	15	30
13	0	0.952006	-3.57745	15	30
13	1	0.909218	-3.96667	15	30
13	2	-1.10485	-4.35939	15	30
13	3	0.0850101	-3.34569	15	30
13	4	0.39929	-3.66676	15	30
13	5	-0.907845	-4.11362	15	30
13	6	-0.330859	-3.80306	15	30
13	7	0.414872	-3.35607	15	30
13	8	0.402256	-4.26595	15	30
13	9	-0.0762934	-3.61861	15	30
14	0	0.944183	-3.58368	15	30
14	1	0.90715	-3.95689	15	30
14	2	-1.10485	-4.35939	15	30
14	3	0.080207	-3.35445	15	30
14	4	0.39929	-3.66676	15	30
14	5	-0.907772	-4.11333	15	30
14	6	-0.327227	-3.80249	15	30
14	7	0.413373	-3.36596	15	30
14	8	0.401547	-4.25598	15	30
14	9	-0.0684374	-3.62479	15	30
15	0	0.936359	-3.58991	15	30
15	1	0.904426	-3.94727	15	30
15	2	-1.10485	-4.35939	15	30
15	3	0.0767834	-3.36383	15	30
15	4	0.39929	-3.66676	15	30
15	5	-0.907772	-4.11333	15	30
15	6	-0.320465	-3.80155	15	30
15	7	0.411713	-3.3747	15	30
15	8	0.400841	-4.246	15	30
15	9	-0.0600368	-3.63021	15	30
16	0	0.928535	-3.59614	15	30
16	1	0.901117	-3.93783	15	30
16	2	-1.10485	-4.35939	15	30
16	3	0.0745421	-3.37357	15	30
16	4	0.39929	-3.66676	15	30
16	5	-0.905668	-4.11065	15	30
16	6	-0.313355	-3.80049	15	30
16	7	0.410074	-3.38149	15	30
16	8	0.400135	-4.23603	15	30
16	9	-0.0512708	-3.63502	15	30
17	0	0.920711	-3.60236	15	30
17	1	0.897269	-3.92861	15	30
